emp_no,first_name,last_name,title,from_date,salary
201708,Anneli,Perl,Senior Staff,2000-09-08,40000
201708,Anneli,Perl,Staff,1992-09-08,40000
201709,Fan,Kakkad,Senior Staff,1993-02-24,78121
201709,Fan,Kakkad,Staff,1988-02-25,78121
201915,Sudharsan,DeMori,Engineer,1992-03-30,62133
201739,Genta,Terekhov,Assistant Engineer,1998-07-21,57310
201801,Waiman,Genin,Engineer,1988-10-30,50795
201801,Waiman,Genin,Senior Engineer,1995-10-30,50795
201915,Sudharsan,DeMori,Senior Engineer,1997-03-30,62133
202291,Ortrun,Schmiedel,Engineer,1997-07-18,63773
202031,Annemarie,Peternell,Engineer,1994-03-13,46606
202552,Morris,Saoudi,Engineer,1991-11-22,40000
202403,Gully,Perko,Engineer,1999-07-07,40000
202414,Zvonko,Murthy,Senior Staff,1992-01-07,50945
202552,Morris,Saoudi,Senior Engineer,1998-11-22,40000
202826,Kerhong,Matzke,Engineer,1986-11-14,40000
202581,Dharmaraja,Merlo,Staff,1987-06-05,66361
202826,Kerhong,Matzke,Senior Engineer,1993-11-14,40000
203474,Hugh,Jonsson,Senior Staff,1997-07-05,71401
202882,Isaac,Koshino,Senior Engineer,1995-09-28,40000
202950,Giordano,Pietrzykowski,Senior Staff,1987-03-26,40000
203474,Hugh,Jonsson,Staff,1991-07-06,71401
203495,Zongyan,Gips,Technique Leader,1997-05-31,40000
203697,Claude,Kemmerer,Engineer,1994-01-16,40429
203599,Ewing,DiGiano,Technique Leader,2000-02-01,41382
203720,Sasan,Thimonier,Senior Staff,1996-08-21,72078
204117,Jessie,Nooteboom,Staff,1999-08-13,80942
204133,Susuma,Bergere,Senior Staff,1996-02-25,56752
204246,Arve,Worfolk,Senior Staff,1990-04-01,40000
203946,Yefim,Marwedel,Senior Staff,1999-03-30,56594
203946,Yefim,Marwedel,Staff,1993-03-30,56594
204246,Arve,Worfolk,Staff,1985-04-01,40000
204425,Gretta,Huttel,Senior Engineer,1990-10-08,40000
205018,Yahiko,Awdeh,Engineer,1998-08-05,55086
204470,Hein,Lichtner,Senior Staff,2001-04-02,55499
204470,Hein,Lichtner,Staff,1995-04-03,55499
204471,Franziska,Maginnis,Engineer,1986-02-17,40000
204471,Franziska,Maginnis,Senior Engineer,1992-02-17,40000
204764,Susanne,Mandelberg,Engineer,1990-11-02,47854
204764,Susanne,Mandelberg,Senior Engineer,1996-11-01,47854
205174,Leszek,Spinelli,Staff,1998-12-10,55525
205085,Moni,Kornyak,Technique Leader,1991-09-26,43219
205362,Masasuke,Makinen,Staff,1992-07-02,74150
205789,Limsoon,Skafidas,Senior Staff,1999-08-10,49886
205500,Mary,Setiz,Senior Engineer,1989-01-13,40000
205627,Stabislas,Broder,Engineer,1996-07-16,40000
205627,Stabislas,Broder,Senior Engineer,2001-07-16,40000
205863,Aiichiro,Kusalik,Engineer,1990-10-04,48877
205660,Kien,Barreiro,Staff,1997-08-25,40000
205699,Youjian,Yetto,Senior Staff,2000-12-06,55096
205699,Youjian,Yetto,Staff,1994-12-07,55096
205863,Aiichiro,Kusalik,Senior Engineer,1996-10-03,48877
206748,Yucai,Fabrizio,Staff,1999-10-06,62756
206372,Temple,Joslin,Engineer,1993-01-05,64246
206966,Tzu,Sichman,Engineer,1987-11-17,61861
206836,Guadalupe,Pfau,Senior Staff,2001-03-22,48691
206966,Tzu,Sichman,Senior Engineer,1992-11-16,61861
206836,Guadalupe,Pfau,Staff,1993-03-22,48691
207021,Jacqueline,Akaboshi,Engineer,1997-12-06,46523
206865,Vasilii,Cochrane,Engineer,1991-09-13,48138
206865,Vasilii,Cochrane,Senior Engineer,1996-09-12,48138
207068,Zhiguo,Ariola,Senior Staff,1994-09-07,63190
207551,Baziley,Falck,Assistant Engineer,1995-02-18,40000
207204,Kellie,Schrooten,Assistant Engineer,1991-01-17,40000
207204,Kellie,Schrooten,Engineer,1999-01-17,40000
207401,Shuji,Barbanera,Senior Staff,1993-08-09,47070
207401,Shuji,Barbanera,Staff,1987-08-10,47070
207779,Chinya,Kamble,Senior Staff,1992-05-31,48113
208147,Manu,Rothenberg,Engineer,1988-12-06,57788
207980,Remko,Vieth,Senior Staff,1999-11-22,40000
207980,Remko,Vieth,Staff,1990-11-22,40000
208147,Manu,Rothenberg,Senior Engineer,1995-12-07,57788
208330,Shen,Flanders,Senior Staff,1997-07-03,80127
208330,Shen,Flanders,Staff,1989-07-03,80127
208784,Pranjal,Juneja,Senior Engineer,1985-03-21,40000
208639,Larisa,Lukaszewicz,Senior Staff,1994-10-10,64461
208639,Larisa,Lukaszewicz,Staff,1989-10-10,64461
208653,Phillip,Schade,Engineer,1989-03-03,54926
208653,Phillip,Schade,Senior Engineer,1998-03-03,54926
209101,Xinyu,Edelhoff,Senior Engineer,1997-10-26,50790
209565,Dante,Covnot,Senior Staff,1998-05-28,40000
209565,Dante,Covnot,Staff,1989-05-28,40000
209945,Roded,Veevers,Engineer,1990-10-23,82313
209443,Krassimir,Garnier,Senior Staff,1998-01-26,54723
209456,Adhemar,Leonhardt,Engineer,1998-11-01,53137
209681,Tianruo,Bratten,Senior Staff,1996-07-28,40000
209712,Nimmagadda,Baak,Assistant Engineer,1987-10-30,65975
209712,Nimmagadda,Baak,Engineer,1995-10-30,65975
210292,Lihong,Zeilberger,Staff,1996-04-28,42520
210017,Shalesh,Lovengreen,Senior Staff,1996-09-28,40000
210017,Shalesh,Lovengreen,Staff,1990-09-29,40000
210529,Adam,Besancenot,Senior Staff,1990-09-27,96947
210610,Arco,Crouzet,Assistant Engineer,1994-09-03,57580
210449,Gino,Lagarias,Engineer,1997-06-22,47376
210610,Arco,Crouzet,Engineer,2000-09-02,57580
210786,Werner,Ranze,Staff,1998-06-05,52846
211569,Zhonghua,Snyers,Senior Staff,1994-10-08,40000
210752,Saniya,Stenning,Senior Staff,1991-12-10,47970
210752,Saniya,Stenning,Staff,1986-12-10,47970
211569,Zhonghua,Snyers,Staff,1988-10-08,40000
211967,Anwar,Bain,Engineer,1989-01-22,40704
211858,Domenico,Ratnaker,Engineer,1985-03-24,43498
211967,Anwar,Bain,Senior Engineer,1998-01-22,40704
211858,Domenico,Ratnaker,Senior Engineer,1993-03-24,43498
212074,Tomokazu,Byoun,Engineer,1996-07-30,40000
211879,Gao,Ranze,Engineer,1994-11-24,40000
211879,Gao,Ranze,Senior Engineer,1999-11-24,40000
212093,Leni,Henders,Senior Staff,1999-11-19,40000
212093,Leni,Henders,Staff,1993-11-19,40000
212131,Debatosh,Rajala,Staff,1994-01-19,71331
212154,Sailaja,Holburn,Senior Staff,1997-03-03,41645
212154,Sailaja,Holburn,Staff,1991-03-04,41645
212361,Claudi,Stanfel,Engineer,1996-01-07,40000
212361,Claudi,Stanfel,Senior Engineer,2001-01-06,40000
212703,Kien,Bennis,Engineer,1993-01-06,61566
212810,Qingxiang,Swan,Senior Staff,1997-10-04,56986
212810,Qingxiang,Swan,Staff,1990-10-04,56986
213016,Yongmao,Fontan,Engineer,1993-07-26,40596
213016,Yongmao,Fontan,Senior Engineer,1998-07-26,40596
213140,Tru,Danecki,Staff,1997-03-31,72365
213384,Pranas,Narwekar,Engineer,1985-09-26,41608
213384,Pranas,Narwekar,Senior Engineer,1993-09-26,41608
213447,Armond,Perly,Engineer,1989-09-14,57808
213447,Armond,Perly,Senior Engineer,1996-09-14,57808
214184,Sivanarayana,Ranka,Engineer,1999-10-25,47630
214215,Xiaoqiang,Cardazo,Senior Staff,1993-05-28,90603
214391,Rayond,Klassen,Senior Staff,1999-09-11,46462
214391,Rayond,Klassen,Staff,1993-09-11,46462
214427,Peer,Molberg,Engineer,1996-11-17,62160
214539,Ingmar,Kohling,Engineer,1995-04-25,64488
214634,Shirish,Vickson,Engineer,1989-10-24,48826
214634,Shirish,Vickson,Senior Engineer,1997-10-24,48826
214789,Arfst,Chepyzhov,Engineer,1989-02-06,40000
214789,Arfst,Chepyzhov,Senior Engineer,1997-02-06,40000
214807,Prasadram,Qiwen,Assistant Engineer,1992-09-04,60446
214807,Prasadram,Qiwen,Engineer,1997-09-04,60446
214866,Gopalakrishnan,Angel,Engineer,1997-07-05,40000
214866,Gopalakrishnan,Angel,Senior Engineer,2002-07-05,40000
214995,Dinkar,Hoppenstand,Engineer,1994-05-04,40000
215629,Munehiro,Manders,Senior Staff,1995-05-18,40000
215419,Flemming,Kroha,Staff,1995-01-23,40000
215629,Munehiro,Manders,Staff,1987-05-18,40000
215843,Pramod,Loncour,Senior Staff,1993-03-30,47164
215746,Sven,Speer,Staff,1999-07-08,79967
215843,Pramod,Loncour,Staff,1987-03-31,47164
216054,Sahrah,Angiulli,Senior Staff,1991-07-31,40000
216054,Sahrah,Angiulli,Staff,1986-07-31,40000
216246,Francoise,Rullman,Staff,1997-12-30,43647
216062,Shuichi,Anick,Engineer,1985-11-24,40000
216062,Shuichi,Anick,Senior Engineer,1992-11-24,40000
216375,Byong,Gustavson,Senior Engineer,1985-03-12,59674
216502,Xiaocheng,Suermann,Engineer,1997-12-15,63256
216342,Aiichiro,Cromarty,Engineer,1995-06-10,40000
216342,Aiichiro,Cromarty,Senior Engineer,2000-06-09,40000
216921,Lena,Lenart,Senior Staff,1995-12-25,51601
216573,Ashish,Vidya,Engineer,1989-06-16,41448
216573,Ashish,Vidya,Senior Engineer,1995-06-16,41448
216921,Lena,Lenart,Staff,1990-12-25,51601
217080,Masami,Puoti,Senior Engineer,2000-01-21,40000
217026,Otmar,Engberts,Senior Staff,1998-08-16,51335
217272,Yuchang,Eldridge,Senior Staff,1991-08-01,56909
217026,Otmar,Engberts,Staff,1993-08-16,51335
217272,Yuchang,Eldridge,Staff,1986-08-01,56909
217286,Yannik,Spelt,Technique Leader,1992-09-22,40000
217320,Abdelwaheb,Denis,Engineer,1993-09-10,40000
217551,Panayotis,Lukaszewicz,Engineer,1989-06-06,41730
217363,Horward,Marzano,Staff,1996-04-11,74333
217387,Jianhao,Molenaar,Engineer,1987-10-22,40000
217387,Jianhao,Molenaar,Senior Engineer,1994-10-22,40000
217551,Panayotis,Lukaszewicz,Senior Engineer,1995-06-06,41730
217800,Shay,Servieres,Senior Staff,1998-08-06,52924
218299,Almudena,Genin,Senior Staff,1993-09-26,56167
218022,Mokhtar,Poupard,Technique Leader,1992-02-02,46593
218100,Jiong,Garnham,Senior Staff,1999-01-02,40000
218100,Jiong,Garnham,Staff,1990-01-02,40000
218299,Almudena,Genin,Staff,1986-09-26,56167
219035,Kristine,Bierman,Technique Leader,1988-05-13,40000
218829,Eckart,Foong,Staff,1989-11-26,72760
218831,Unal,DuBourdieux,Engineer,1996-03-13,99378
219047,Aemilian,Kusalik,Engineer,1987-05-27,40000
219047,Aemilian,Kusalik,Senior Engineer,1995-05-27,40000
219052,Marsal,Acton,Staff,1995-08-02,62703
219417,Subhrajyoti,Denna,Staff,1996-07-25,47152
219497,Moie,Zastre,Technique Leader,1991-10-11,40929
220029,Demos,Asser,Senior Engineer,1985-11-04,43792
219967,Susanna,Reeken,Senior Staff,1998-03-16,47439
220528,Sibyl,Rabehasaina,Senior Staff,1998-02-23,42934
220131,Reinhard,Slaats,Engineer,1994-06-08,48012
220131,Reinhard,Slaats,Senior Engineer,1999-06-08,48012
220418,Poorav,Laventhal,Staff,1997-08-16,73906
220582,Poornachandra,Zielinski,Senior Staff,2001-02-12,54228
220582,Poornachandra,Zielinski,Staff,1996-02-13,54228
220699,Nahid,Gyimothy,Staff,1995-08-18,40000
220611,Yuping,Babb,Senior Staff,2002-01-31,40000
220611,Yuping,Babb,Staff,1995-01-31,40000
220625,Shigenori,Deville,Technique Leader,1992-12-24,40000
221435,Djenana,Marrevee,Engineer,1994-02-06,68650
220799,Perla,Orlowska,Senior Engineer,1990-12-03,51087
221126,Tesuya,dAstous,Engineer,1988-11-29,40000
221126,Tesuya,dAstous,Senior Engineer,1995-11-30,40000
221435,Djenana,Marrevee,Senior Engineer,2000-02-06,68650
221367,Saddek,Farris,Senior Staff,1990-11-06,42249
221699,Szabolcs,Georgatos,Engineer,1999-08-16,61271
221369,Abdulah,Pocchiola,Engineer,1996-08-28,52230
222311,Miyeon,Billingsley,Senior Engineer,1992-12-05,53877
221973,Sangeeta,Kalefeld,Senior Staff,1996-06-05,59010
221973,Sangeeta,Kalefeld,Staff,1990-06-06,59010
222206,Stein,Uludag,Senior Staff,1995-01-30,40000
222206,Stein,Uludag,Staff,1988-01-30,40000
222319,Matt,Chvatal,Senior Engineer,1994-11-09,40000
222354,Valdiodio,Schlumberger,Assistant Engineer,1993-08-07,40000
222354,Valdiodio,Schlumberger,Engineer,2001-08-07,40000
222701,Lein,Delaune,Senior Staff,1990-06-30,77941
222616,Badri,Schapire,Assistant Engineer,1998-01-19,40000
222770,Kazuhiko,Kushner,Senior Engineer,1995-08-01,49344
222878,Annemarie,Zallocco,Engineer,1990-05-28,42172
222878,Annemarie,Zallocco,Senior Engineer,1996-05-27,42172
222926,Limsoon,Erol,Senior Engineer,1997-12-31,40000
222952,Gopalakrishnan,Suermann,Engineer,1991-04-30,51100
222952,Gopalakrishnan,Suermann,Senior Engineer,1998-04-30,51100
224335,Perry,Chachaty,Engineer,1985-07-22,54702
222998,Leaf,Awdeh,Senior Staff,1991-02-20,51391
222998,Leaf,Awdeh,Staff,1985-02-20,51391
223593,Hidefumi,Moehrke,Staff,1998-03-04,56912
223595,Chiranjit,Dredge,Technique Leader,1999-09-05,44999
224135,Annemarie,Bressoud,Engineer,1998-06-23,43178
224390,True,Shobatake,Senior Staff,1996-05-17,40000
224335,Perry,Chachaty,Senior Engineer,1992-07-22,54702
224934,George,Miake,Senior Staff,1996-01-02,40000
224934,George,Miake,Staff,1988-01-02,40000
225601,Masasuke,Genin,Assistant Engineer,1994-06-25,40000
225438,Remmert,Quaggetto,Senior Staff,1997-04-28,78303
225438,Remmert,Quaggetto,Staff,1992-04-28,78303
225601,Masasuke,Genin,Engineer,1999-06-25,40000
225788,Ipke,Kieras,Engineer,1995-12-18,40000
225964,Mooi,Cooman,Engineer,1989-06-07,52478
225867,Ramalingam,Remmele,Senior Engineer,1999-09-03,40000
225964,Mooi,Cooman,Senior Engineer,1998-06-07,52478
226216,Giordano,Gini,Technique Leader,1993-08-14,40000
226227,Herbert,Erva,Engineer,1986-09-06,55409
226227,Herbert,Erva,Senior Engineer,1995-09-06,55409
227354,Gio,Murtha,Engineer,1986-11-11,49256
227354,Gio,Murtha,Senior Engineer,1994-11-11,49256
227681,Mikhail,Rousseau,Staff,1998-11-30,45519
227476,Macha,Schnabel,Engineer,1988-05-11,73795
227476,Macha,Schnabel,Senior Engineer,1996-05-11,73795
227899,Garnik,Luce,Staff,1998-09-15,61605
227901,Francesca,Azuma,Senior Staff,2001-06-08,40000
227901,Francesca,Azuma,Staff,1996-06-08,40000
228098,IEEE,Kroll,Engineer,1997-05-10,40000
228766,Nahla,Smailagic,Engineer,1991-11-22,86747
228248,Yuriy,Plump,Senior Staff,1995-09-09,54431
228248,Yuriy,Plump,Staff,1988-09-08,54431
228554,Bilhanan,Brendel,Senior Staff,1990-12-23,71741
228575,Takanari,Pelc,Engineer,1990-08-18,40000
228766,Nahla,Smailagic,Senior Engineer,1996-11-21,86747
229098,Berry,Yurek,Senior Staff,1995-08-16,41874
229220,Fabrizio,Lichtman,Engineer,1987-02-09,40000
229220,Fabrizio,Lichtman,Senior Engineer,1992-02-09,40000
229248,Harjit,Terekhov,Staff,1995-10-19,40000
229547,Moni,Schach,Senior Staff,1991-07-04,61762
229207,Filipe,Erol,Senior Engineer,1997-07-11,40000
229352,Kwangho,Petereit,Engineer,1999-08-10,60798
229364,Dulce,Magliocco,Staff,1987-02-13,65238
229386,Pohua,Tasistro,Technique Leader,1989-06-02,60980
229391,Paloma,Henseler,Engineer,1991-06-11,50035
229391,Paloma,Henseler,Senior Engineer,1997-06-10,50035
229404,Gilbert,Kilgour,Staff,1996-04-05,55086
229547,Moni,Schach,Staff,1986-07-04,61762
229727,Ewing,Millington,Engineer,1999-09-28,43638
229690,Mokhtar,Sherertz,Senior Staff,1995-06-10,60001
229981,Jamaludin,Fordan,Engineer,1992-02-06,56315
229690,Mokhtar,Sherertz,Staff,1988-06-09,60001
229981,Jamaludin,Fordan,Senior Engineer,2001-02-05,56315
230002,Tadahiro,Backhouse,Engineer,1991-10-02,84438
230002,Tadahiro,Backhouse,Senior Engineer,1999-10-02,84438
230126,Bezalel,Radivojevic,Senior Staff,1995-07-03,40000
230126,Bezalel,Radivojevic,Staff,1988-07-02,40000
230354,Yinghua,Lorho,Senior Staff,2000-08-08,40000
230287,Renny,Alameldin,Assistant Engineer,1997-09-28,40000
230354,Yinghua,Lorho,Staff,1991-08-09,40000
230498,Kolar,Puppo,Engineer,1990-04-25,40000
230498,Kolar,Puppo,Senior Engineer,1998-04-25,40000
230579,Shahar,Negoita,Senior Staff,2000-03-18,60150
230579,Shahar,Negoita,Staff,1994-03-19,60150
230821,Toshiki,Raney,Staff,1997-07-03,74116
230689,Dietrich,Crabtree,Senior Staff,1986-05-24,45823
230865,Takushi,Brattka,Staff,1999-03-09,61136
231043,Torsten,Slobodova,Assistant Engineer,1992-07-20,52368
231069,Trygve,Siksek,Staff,1995-11-09,88709
231459,Nectarios,Pramanik,Assistant Engineer,1999-11-18,55246
231671,Chandrasekaran,Pearson,Staff,1995-04-14,40000
231798,Goetz,Alvarado,Engineer,1988-12-25,46062
231798,Goetz,Alvarado,Senior Engineer,1997-12-25,46062
232209,Nitsan,Rouquie,Engineer,1988-08-01,46339
232209,Nitsan,Rouquie,Senior Engineer,1995-08-02,46339
232496,Peternela,Klerer,Staff,1986-06-06,52917
232178,Etsuo,Anandan,Senior Staff,1996-12-13,40000
232178,Etsuo,Anandan,Staff,1989-12-13,40000
232697,Barry,Ramsak,Engineer,1990-09-07,40000
232458,Nikolaus,Yetto,Staff,1990-09-22,69324
232697,Barry,Ramsak,Senior Engineer,1999-09-07,40000
232723,Tesuya,Bugrara,Assistant Engineer,1993-02-13,40000
232723,Tesuya,Bugrara,Engineer,2002-02-13,40000
233114,Alselm,Gargeya,Senior Engineer,1987-12-25,78365
233533,Seongbae,Sluis,Senior Staff,1995-09-23,40000
233247,Murthy,Angiulli,Engineer,1986-08-02,40000
233247,Murthy,Angiulli,Senior Engineer,1991-08-02,40000
233394,Khalid,Lenart,Engineer,1995-12-24,40000
233533,Seongbae,Sluis,Staff,1988-09-22,40000
233397,Fay,Sundgren,Senior Staff,1998-07-07,63272
233759,Zissis,Lodder,Engineer,1999-09-25,40000
233397,Fay,Sundgren,Staff,1990-07-07,63272
233426,Etsuo,Usery,Engineer,1995-03-02,40990
233426,Etsuo,Usery,Senior Engineer,2000-03-01,40990
233690,Cedric,Riefers,Engineer,1994-09-08,47246
233765,Kotesh,Chachaty,Engineer,1991-03-25,47195
233765,Kotesh,Chachaty,Senior Engineer,1997-03-24,47195
233785,Baziley,Ballarin,Senior Staff,1995-07-28,88012
233785,Baziley,Ballarin,Staff,1987-07-28,88012
233818,Kellie,Heydon,Engineer,1985-11-11,40000
233818,Kellie,Heydon,Senior Engineer,1991-11-11,40000
234278,Tzu,Impagliazzo,Staff,1990-11-14,47879
234195,Luerbio,Terkki,Senior Staff,1998-05-14,50836
234739,Foong,Aamodt,Senior Engineer,1986-06-28,40000
234195,Luerbio,Terkki,Staff,1991-05-14,50836
235096,Sverrir,Gyimothy,Senior Staff,1992-03-20,75886
235096,Sverrir,Gyimothy,Staff,1987-03-21,75886
235017,Irena,Dratva,Senior Staff,1999-09-07,66452
235269,Keiichiro,Feldmann,Staff,1997-12-20,40000
235017,Irena,Dratva,Staff,1991-09-07,66452
235458,Gio,Heuser,Senior Staff,1999-06-29,46139
235458,Gio,Heuser,Staff,1992-06-28,46139
235546,Tianruo,Speer,Staff,1985-10-30,77656
235325,Gro,Prochazka,Engineer,1992-10-16,40000
235325,Gro,Prochazka,Senior Engineer,1998-10-16,40000
235368,Anneli,Joslin,Senior Engineer,1987-04-12,40000
235729,Henk,Anger,Senior Staff,2002-01-19,52272
235729,Henk,Anger,Staff,1993-01-19,52272
235780,Sampalli,Bergere,Senior Engineer,1994-04-08,40000
235793,Jayesh,Spinelli,Senior Engineer,1992-07-18,61027
236315,IEEE,Raczkowsky,Technique Leader,1996-07-24,40000
236559,Berna,Nanard,Senior Engineer,1989-08-20,40247
236566,Yechezkel,Maginnis,Senior Staff,2000-12-11,40000
236566,Yechezkel,Maginnis,Staff,1992-12-11,40000
236591,Insup,Reinhard,Senior Staff,1993-04-08,63990
236591,Insup,Reinhard,Staff,1985-04-08,63990
236827,Almudena,Rijckaert,Engineer,1994-02-16,40000
236827,Almudena,Rijckaert,Senior Engineer,1999-02-16,40000
236964,Adel,Foote,Staff,1998-08-19,85659
236883,Huan,Olivero,Staff,1999-11-19,72410
237400,Guadalupe,Perri,Technique Leader,1996-06-27,49391
237289,Brendon,Fritzsche,Staff,1998-01-19,83375
238112,Miomir,Frezza,Technique Leader,1991-05-25,40000
237590,Annemarie,Irland,Staff,1991-07-30,40000
239067,Tadahiko,Pocchiola,Staff,1996-04-02,90988
238252,Uno,Suppi,Staff,1996-12-27,48008
238422,Vishv,Angelov,Senior Staff,1996-03-08,40000
238422,Vishv,Angelov,Staff,1988-03-08,40000
238949,Minghong,Cronin,Senior Staff,1987-10-04,55007
239244,Abdulla,Kitai,Senior Staff,1996-02-20,58738
239244,Abdulla,Kitai,Staff,1987-02-20,58738
239581,Guangming,Marquardt,Staff,1997-06-06,86683
239415,Susumu,Brender,Engineer,1993-04-17,48404
239415,Susumu,Brender,Senior Engineer,2001-04-17,48404
239664,Sugwoo,Michaels,Engineer,1992-08-02,40000
239426,Vesna,Fairtlough,Engineer,1994-08-09,40000
239664,Sugwoo,Michaels,Senior Engineer,1999-08-03,40000
239803,Oscal,Ernst,Senior Staff,1997-05-19,40000
239706,Arunas,Bugrara,Assistant Engineer,1997-04-03,58498
239748,Bilhanan,Dusink,Senior Staff,1996-06-04,69092
239748,Bilhanan,Dusink,Staff,1988-06-04,69092
239803,Oscal,Ernst,Staff,1992-05-19,40000
240011,Heather,Luef,Technique Leader,1989-02-24,51685
240236,True,Tischendorf,Engineer,1986-01-19,40000
240132,Mizuhito,Kobara,Senior Staff,2001-08-09,56439
240132,Mizuhito,Kobara,Staff,1996-08-09,56439
240236,True,Tischendorf,Senior Engineer,1992-01-19,40000
240253,Shrikanth,Ramaiah,Engineer,1995-05-12,40000
240438,Temple,Cyre,Senior Staff,1999-10-01,62140
240285,Kolar,Greenaway,Staff,1998-11-14,45885
240438,Temple,Cyre,Staff,1992-09-30,62140
240340,Mack,Staylopatis,Engineer,1985-04-02,40000
240870,Francesca,Chorvat,Senior Staff,1993-03-03,40000
240340,Mack,Staylopatis,Senior Engineer,1991-04-02,40000
240870,Francesca,Chorvat,Staff,1985-03-03,40000
241100,Cedric,Molenaar,Engineer,1990-10-06,40000
241100,Cedric,Molenaar,Senior Engineer,1999-10-06,40000
241292,Uri,Lampe,Senior Staff,1994-10-17,42997
241254,Jagoda,Anguita,Senior Engineer,1993-05-11,40000
241292,Uri,Lampe,Staff,1987-10-17,42997
241567,Emran,Miara,Engineer,1989-05-02,40000
241567,Emran,Miara,Senior Engineer,1995-05-02,40000
241728,Limsoon,Boudaillier,Senior Engineer,1995-08-12,52540
241667,Atilio,Olivero,Engineer,1985-09-04,56580
241667,Atilio,Olivero,Senior Engineer,1992-09-04,56580
241872,Bluma,Fetvedt,Senior Staff,1997-02-02,40000
241872,Bluma,Fetvedt,Staff,1992-02-03,40000
241917,Wuxu,Poupard,Staff,1994-02-15,56900
241952,Maya,Anandan,Staff,1996-06-28,61869
242019,Herb,Murrill,Senior Engineer,1999-09-27,50527
242237,Hidde,Papsdorf,Senior Staff,1998-11-07,80038
242081,Tomokazu,Pargas,Assistant Engineer,1996-11-15,50182
242081,Tomokazu,Pargas,Engineer,2001-11-15,50182
242314,Miyeon,Burnard,Engineer,1985-02-07,45492
242104,Richara,Sudkamp,Senior Staff,1994-09-05,57772
242104,Richara,Sudkamp,Staff,1989-09-05,57772
242500,Bingning,Iisaku,Senior Staff,1997-06-26,76979
242500,Bingning,Iisaku,Staff,1989-06-26,76979
242867,Paddy,Nittel,Engineer,1999-11-10,40133
242611,Frazer,Flanders,Engineer,1995-08-25,70053
242800,Kazuyasu,Levergood,Engineer,1996-02-10,46401
243077,Kazunori,Perz,Senior Engineer,1999-02-25,54935
243576,Abdulah,Lodder,Senior Staff,2001-11-10,60593
243018,Bowen,Deverell,Senior Staff,1998-12-27,62716
243576,Abdulah,Lodder,Staff,1996-11-10,60593
243898,Arch,Basawa,Staff,1998-05-10,58876
243637,Marjo,Delgrange,Senior Staff,1996-06-23,60619
243637,Marjo,Delgrange,Staff,1990-06-24,60619
244605,Masoud,Suwa,Senior Staff,1997-11-25,40000
244308,Mokhtar,Rebaine,Senior Staff,2000-07-22,51276
244308,Mokhtar,Rebaine,Staff,1991-07-23,51276
244624,Boaz,Seuren,Senior Staff,1994-03-27,40000
244624,Boaz,Seuren,Staff,1987-03-27,40000
244605,Masoud,Suwa,Staff,1989-11-25,40000
244711,Rosli,Butner,Assistant Engineer,1991-03-20,56130
244711,Rosli,Butner,Engineer,1997-03-19,56130
244714,Poorav,Clouatre,Senior Engineer,1996-05-06,50839
245164,Filipp,Winter,Engineer,1996-10-24,57847
244820,Shigenori,Hertweck,Engineer,1987-04-13,54013
244820,Shigenori,Hertweck,Senior Engineer,1994-04-13,54013
244873,Arunachalam,Oppitz,Senior Staff,1994-05-20,82148
244873,Arunachalam,Oppitz,Staff,1986-05-20,82148
245164,Filipp,Winter,Senior Engineer,2001-10-24,57847
245396,Gift,Bottner,Senior Staff,2002-03-04,40000
245396,Gift,Bottner,Staff,1995-03-04,40000
246146,Zhongwei,Melski,Engineer,1987-09-04,57332
245664,Manohar,Kilgore,Staff,1998-11-17,68558
246146,Zhongwei,Melski,Senior Engineer,1993-09-03,57332
246364,Alper,Tiemann,Engineer,1998-10-29,72695
246244,George,Casperson,Staff,2000-01-20,53305
246798,Tianruo,Strooper,Senior Staff,1999-10-28,96152
246798,Tianruo,Strooper,Staff,1993-10-28,96152
247089,Seongbae,Schahn,Senior Staff,1997-12-10,66089
246764,Shuzo,Czaja,Staff,1997-11-29,71627
246902,Shih,Shanbhogue,Staff,1998-04-19,40000
247089,Seongbae,Schahn,Staff,1992-12-10,66089
247122,Xiaobin,Narlikar,Senior Staff,1999-02-14,40000
247122,Xiaobin,Narlikar,Staff,1992-02-14,40000
247447,Tzu,Bakhtari,Engineer,1994-03-18,45800
247447,Tzu,Bakhtari,Senior Engineer,1999-03-18,45800
247456,Masako,Bahk,Engineer,1997-07-31,61394
247612,Chiranjit,Constantine,Engineer,1997-05-25,40000
247875,Xiong,Anick,Senior Staff,1991-04-23,77461
248256,Sajjan,Falby,Staff,1996-08-29,68786
247888,Abdelghani,Lagarias,Engineer,1985-09-06,40000
247888,Abdelghani,Lagarias,Senior Engineer,1992-09-06,40000
248094,Valeska,Lupu,Staff,1998-09-21,67350
248758,Snehasis,Muhlberg,Senior Staff,1999-07-16,79398
248351,Jaana,Milicia,Senior Staff,1985-06-02,55386
248953,Percy,Sudbeck,Assistant Engineer,1996-08-29,47201
248758,Snehasis,Muhlberg,Staff,1991-07-16,79398
249239,Hideyuki,Decleir,Senior Engineer,1994-05-04,40000
249433,Ayonca,Matzov,Engineer,1988-06-03,50915
249325,Ute,Pokrovskii,Staff,1997-06-09,82809
249433,Ayonca,Matzov,Senior Engineer,1997-06-03,50915
249451,Gopalakrishnan,Pehl,Engineer,1995-03-15,80722
249866,Steen,Gubsky,Senior Staff,1998-01-14,49410
249504,Dmitry,Velardi,Engineer,1994-03-01,40000
